0	0
1	0
1	84
2	0
2	57
2	97
3	0
3	231
4	0
5	0
6	0
6	40
7	0
8	0
9	0
10	0
10	315
11	0
12	1
12	16
12	37
12	63
12	70
12	81
12	87
12	135
12	149
12	160
12	170
12	212
12	261
12	291
12	296
12	303
13	1
13	13
13	75
13	85
13	122
13	134
13	167
13	235
13	239
13	250
14	1
14	291
14	388
14	577
15	2
15	99
15	220
16	2
16	220
17	2
17	45
17	74
17	99
17	220
17	304
18	2
18	45
19	2
19	45
19	74
19	99
19	220
19	304
20	3
20	210
21	3
21	210
22	4
22	23
22	164
22	227
22	295
22	306
23	4
24	5
24	117
24	118
24	119
24	188
24	215
24	282
24	309
24	310
25	5
25	310
26	5
26	84
27	5
28	5
29	5
29	251
30	6
30	62
31	6
31	137
32	7
32	159
32	216
33	7
33	109
33	267
34	7
34	550
35	8
35	122
35	139
35	176
35	340
36	8
37	9
37	122
38	9
38	75
38	134
38	167
38	178
39	9
40	9
40	122
41	9
41	192
42	9
42	51
42	71
42	122
42	139
42	199
42	234
42	235
43	9
43	122
43	234
44	9
45	10
45	288
46	10
46	27
47	11
48	11
48	46
49	11
49	115
50	11
50	67
50	70
50	145
50	258
50	303
51	11
52	11
52	89
52	149
53	12
53	69
53	76
53	111
53	146
54	12
54	85
55	12
55	69
55	76
55	88
55	111
55	146
55	160
56	12
57	12
57	69
57	76
57	88
57	111
57	171
57	180
58	13
58	134
58	250
59	13
59	34
59	61
59	75
59	122
59	134
59	167
59	235
59	239
59	250
59	317
59	334
59	335
60	13
60	34
60	75
60	134
60	167
60	235
60	239
60	250
60	334
60	335
61	13
61	134
61	148
61	317
62	13
62	61
62	75
62	85
62	122
62	134
62	167
62	178
62	235
62	239
62	250
62	334
62	335
63	13
63	75
63	134
63	167
63	235
63	239
63	250
63	335
64	14
64	265
65	14
65	536
66	14
66	265
67	14
68	15
68	212
68	261
68	347
69	15
69	16
69	59
69	212
69	261
69	550
70	15
70	59
70	212
70	261
70	439
70	516
71	15
71	261
71	662
72	15
72	212
72	261
72	433
72	624
72	627
73	15
73	261
74	15
74	59
74	261
74	519
74	595
75	15
75	261
75	399
76	16
76	649
77	16
77	59
78	16
78	59
78	70
79	16
79	140
79	246
79	679
79	749
79	802
80	16
80	42
80	59
80	298
80	416
80	519
80	595
80	671
81	16
81	550
82	16
82	149
83	16
83	63
83	296
83	584
84	16
84	87
85	16
85	520
86	16
86	427
87	16
88	16
88	149
89	17
89	124
89	198
89	230
89	247
89	369
89	410
89	496
90	17
90	230
90	257
90	648
91	17
91	18
91	31
91	39
91	61
91	75
91	82
91	109
91	122
91	139
91	144
91	148
91	149
91	152
91	167
91	175
91	183
91	184
91	186
91	230
91	234
91	235
91	250
91	298
91	303
92	17
92	230
92	666
93	17
93	230
93	258
93	298
93	303
93	522
93	589
93	692
93	738
93	741
94	17
94	230
94	258
94	298
94	303
94	589
94	741
95	18
95	499
96	18
96	31
96	48
96	93
96	122
96	184
96	234
96	280
97	18
97	20
97	38
97	147
97	195
97	489
97	520
97	671
98	18
98	59
98	122
98	144
98	175
98	184
99	18
99	179
99	185
100	18
100	39
100	235
101	19
102	19
102	300
103	20
104	20
105	20
105	52
105	122
105	168
106	20
106	51
106	72
106	165
106	186
106	235
107	20
107	112
107	113
107	122
107	139
107	141
108	20
108	38
108	63
108	296
109	21
110	21
111	21
111	202
112	21
112	53
112	131
112	276
113	21
114	21
114	129
114	206
115	21
115	201
115	202
116	22
117	22
117	79
117	131
117	276
118	23
119	24
119	288
120	24
120	236
120	333
121	25
121	86
121	125
121	142
122	25
122	86
122	125
122	142
123	26
123	96
123	109
123	122
123	139
123	152
123	153
123	199
123	234
123	249
123	339
123	340
124	26
124	35
124	109
124	122
124	139
124	153
124	249
124	259
124	324
124	339
125	26
125	35
125	82
125	85
125	122
125	248
125	249
125	260
126	26
126	35
126	72
126	85
126	109
126	122
126	138
126	139
126	153
126	235
126	248
126	249
126	259
126	270
126	324
126	339
127	26
127	41
127	96
127	100
127	122
127	139
127	153
127	194
128	26
128	59
128	92
128	138
128	139
128	248
129	26
129	85
129	109
129	122
130	27
131	28
131	323
132	28
132	323
132	670
133	29
133	476
134	29
135	30
135	353
136	30
136	353
136	511
137	30
