0	0
1	0
1	81
2	0
2	54
2	92
3	0
3	223
4	0
5	0
6	0
6	38
7	0
8	0
9	0
10	0
10	300
11	0
12	1
12	16
12	35
12	60
12	67
12	78
12	84
12	129
12	143
12	154
12	164
12	205
12	250
12	279
12	283
12	289
13	1
13	13
13	72
13	82
13	117
13	128
13	161
13	226
13	230
13	241
14	1
14	279
14	360
14	478
15	2
15	213
16	2
16	42
16	71
16	94
16	213
16	290
17	2
17	42
18	2
18	42
18	71
18	94
18	213
18	290
19	2
19	94
19	213
20	3
20	203
21	3
21	203
22	4
22	22
22	158
22	219
22	282
22	292
23	4
24	5
24	112
24	113
24	114
24	182
24	208
24	271
24	295
24	296
25	5
25	296
26	5
26	81
27	5
28	5
29	5
29	242
30	6
30	59
31	6
31	131
32	7
32	153
32	209
33	7
33	104
33	256
34	7
34	464
35	8
36	8
36	117
36	133
36	170
36	324
37	9
37	117
38	9
38	72
38	128
38	161
38	172
39	9
40	9
40	117
41	9
41	186
42	9
42	48
42	68
42	117
42	133
42	193
42	225
42	226
43	9
43	117
43	225
44	9
45	10
45	276
46	10
46	26
47	11
47	43
48	11
48	110
49	11
49	64
49	67
49	139
49	247
49	289
50	11
51	11
51	86
51	143
52	11
53	12
54	12
54	66
54	73
54	85
54	106
54	165
54	174
55	12
55	66
55	73
55	106
55	140
56	12
56	82
57	12
57	66
57	73
57	85
57	106
57	140
57	154
58	13
58	128
58	241
59	13
59	32
59	58
59	72
59	117
59	128
59	161
59	226
59	230
59	241
59	302
59	318
59	319
60	13
60	32
60	72
60	128
60	161
60	226
60	230
60	241
60	318
60	319
61	13
61	128
61	142
61	302
62	13
62	58
62	72
62	82
62	117
62	128
62	161
62	172
62	226
62	230
62	241
62	318
62	319
63	13
63	72
63	128
63	161
63	226
63	230
63	241
63	319
64	14
64	254
65	14
65	462
66	14
66	254
67	14
68	15
68	205
68	250
68	329
69	15
69	16
69	56
69	205
69	250
69	464
70	15
70	56
70	205
70	250
70	396
70	449
71	15
71	250
71	531
72	15
72	205
72	250
72	394
72	508
72	510
73	15
73	250
74	15
74	56
74	250
74	450
74	490
75	15
75	250
75	368
76	16
76	523
77	16
77	56
78	16
78	56
78	67
79	16
79	134
79	237
79	538
79	565
79	580
80	16
80	40
80	56
80	285
80	382
80	450
80	490
80	535
81	16
81	464
82	16
82	143
83	16
83	60
83	283
83	484
84	16
84	84
85	16
85	451
86	16
86	390
87	16
88	16
88	143
89	17
89	119
89	192
89	222
89	238
89	345
89	376
89	431
90	17
90	222
90	246
90	522
91	17
91	18
91	29
91	37
91	58
91	72
91	79
91	104
91	117
91	133
91	138
91	142
91	143
91	146
91	161
91	169
91	177
91	178
91	180
91	222
91	225
91	226
91	241
91	285
91	289
92	17
92	222
92	534
93	17
93	222
93	247
93	285
93	289
93	453
93	487
93	540
93	560
93	562
94	17
94	222
94	247
94	285
94	289
94	487
94	562
95	18
95	29
95	45
95	89
95	117
95	178
95	225
95	269
96	18
96	19
96	36
96	141
96	189
96	427
96	451
96	535
97	18
97	56
97	117
97	138
97	169
97	178
98	18
98	173
98	179
99	18
99	37
99	226
100	18
100	434
101	19
102	19
103	19
103	49
103	117
103	162
104	19
104	48
104	69
104	159
104	180
104	226
105	19
105	107
105	108
105	117
105	133
105	135
106	19
106	36
106	60
106	283
107	20
107	50
107	125
107	265
108	20
109	20
109	124
109	200
110	20
110	195
110	196
111	20
112	20
113	20
113	196
114	21
115	21
115	76
115	125
115	265
116	22
117	23
117	227
117	317
118	23
118	276
119	24
119	83
119	120
119	136
120	24
120	83
120	120
120	136
121	25
121	56
121	88
121	132
121	133
121	239
122	25
122	82
122	104
122	117
123	25
123	91
123	104
123	117
123	133
123	146
123	147
123	193
123	225
123	240
123	323
123	324
124	25
124	33
124	104
124	117
124	133
124	147
124	240
124	248
124	308
124	323
125	25
125	33
125	79
125	82
125	117
125	239
125	240
125	249
126	25
126	33
126	69
126	82
126	104
126	117
126	132
126	133
126	147
126	226
126	239
126	240
126	248
126	259
126	308
126	323
127	25
127	39
127	91
127	95
127	117
127	133
127	147
127	188
128	26
129	27
129	420
130	27
131	28
131	333
132	28
132	333
132	444
133	28
133	333
133	339
134	28
134	341
134	444
135	28
135	339
136	28
